;Timestamp;SensorType;LC_Activity;Active;Sensor_Added;SensorActivationTime;Duration;LC;room;room_major;Case;Cluster;Routine
1106;2007-10-26 03:29:10.320487;M;34;1.0;34;11.580911;1.2196790000000002;s;bedroom_south;bedroom_south;33;5;weekday_
1107;2007-10-26 03:29:11.540166;M;35;1.0;35;1.455607;1.723559;s;bedroom_south;bedroom_south;33;5;weekday_
1109;2007-10-26 03:29:13.263725;M;35;1.0;35;7.678578000000001;10.936919000000001;s;bedroom_south;bedroom_south;33;5;weekday_
1113;2007-10-26 03:29:24.200644;M;35;1.0;35;9.970512000000001;12.497225;s;bedroom_south;bedroom_south;33;5;weekday_
1115;2007-10-26 03:29:36.697869;M;35;1.0;35;1.9575230000000001;2.127462;s;bedroom_south;bedroom_south;33;5;weekday_
1117;2007-10-26 03:29:38.825331;M;35;1.0;35;2.1414370000000003;22.455722;s;bedroom_south;bedroom_south;33;5;weekday_
1119;2007-10-26 03:30:01.281053;M;35;1.0;35;5.945392;8.548713000000001;s;bedroom_south;bedroom_south;33;5;weekday_
1121;2007-10-26 03:30:09.829766;M;35;1.0;35;5.208659;6.739240000000001;s;bedroom_south;bedroom_south;33;5;weekday_
1123;2007-10-26 03:30:16.569006;M;35;1.0;35;2.892227;4.035942;s;bedroom_south;bedroom_south;33;5;weekday_
1125;2007-10-26 03:30:20.604948;M;35;1.0;35;2.2734140000000003;37.829018000000005;s;bedroom_south;bedroom_south;33;5;weekday_
1127;2007-10-26 03:30:58.433966;M;35;1.0;35;2.749331;3.6630830000000003;s;bedroom_south;bedroom_south;33;5;weekday_
1129;2007-10-26 03:31:02.097049;M;35;1.0;35;17.781345;7.393022;s;bedroom_south;bedroom_south;33;5;weekday_
1130;2007-10-26 03:31:09.490071;M;36;1.0;36;1.796513;4.257853;s;bedroom_south;bedroom_south;33;5;weekday_
1132;2007-10-26 03:31:13.747924;M;36;1.0;36;1.4216380000000002;10.333337;s;bedroom_south;bedroom_south;33;5;weekday_
1135;2007-10-26 03:31:24.081261;M;35;1.0;35;2.839264;2.971241;s;bedroom_south;bedroom_south;33;5;weekday_
1137;2007-10-26 03:31:27.052502;M;35;1.0;35;4.954414;117.91682200000001;s;bedroom_south;bedroom_south;33;5;weekday_
1139;2007-10-26 03:33:24.969324;M;35;1.0;35;0.996742;105.96259500000001;s;bedroom_south;bedroom_south;33;5;weekday_
1141;2007-10-26 03:35:10.931919;M;35;1.0;35;1.9086020000000001;3.13532;s;bedroom_south;bedroom_south;33;5;weekday_
1143;2007-10-26 03:35:14.067239;M;35;1.0;35;4.6493590000000005;113.098403;s;bedroom_south;bedroom_south;33;5;weekday_
1145;2007-10-26 03:37:07.165642;M;35;1.0;35;1.631582;33.914505000000005;s;bedroom_south;bedroom_south;33;5;weekday_
1147;2007-10-26 03:37:41.080147;M;35;1.0;35;9.695047;1.474161;s;bedroom_south;bedroom_south;33;5;weekday_
1148;2007-10-26 03:37:42.554308;M;34;1.0;34;3.038079;18.484158;s;bedroom_south;bedroom_south;33;5;weekday_
1151;2007-10-26 03:38:01.038466;M;35;1.0;35;1.847507;13.690353;s;bedroom_south;bedroom_south;33;5;weekday_
1153;2007-10-26 03:38:14.728819;M;35;1.0;35;1.03374;6.21138;s;bedroom_south;bedroom_south;33;5;weekday_
1155;2007-10-26 03:38:20.940199;M;35;1.0;35;1.878535;22.241490000000002;s;bedroom_south;bedroom_south;33;5;weekday_
1157;2007-10-26 03:38:43.181689;M;35;1.0;35;1.034713;1.7595280000000002;s;bedroom_south;bedroom_south;33;5;weekday_
1159;2007-10-26 03:38:44.941217;M;35;1.0;35;2.325815;251.87284000000002;s;bedroom_south;bedroom_south;33;5;weekday_
1161;2007-10-26 03:42:56.814057;M;35;1.0;35;1.007085;62.97778400000001;s;bedroom_south;bedroom_south;33;5;weekday_
1163;2007-10-26 03:43:59.791841;M;35;1.0;35;1.6705430000000001;255.847464;s;bedroom_south;bedroom_south;33;5;weekday_
1165;2007-10-26 03:48:15.639305;M;35;1.0;35;1.015724;1.617572;s;bedroom_south;bedroom_south;33;5;weekday_
1167;2007-10-26 03:48:17.256877;M;35;1.0;35;2.16942;47.57616;s;bedroom_south;bedroom_south;33;5;weekday_
1169;2007-10-26 03:49:04.833037;M;35;1.0;35;4.522088;15.727218;s;bedroom_south;bedroom_south;33;5;weekday_
1171;2007-10-26 03:49:20.560255;M;35;1.0;35;5.997369;6.121346;s;bedroom_south;bedroom_south;33;5;weekday_
1173;2007-10-26 03:49:26.681601;M;35;1.0;35;10.389666;4.586775;s;bedroom_south;bedroom_south;33;5;weekday_
1174;2007-10-26 03:49:31.268376;M;34;1.0;34;6.654231;7.7479450000000005;s;bedroom_south;bedroom_south;33;5;weekday_
1177;2007-10-26 03:49:39.016321;M;35;1.0;35;1.5895650000000001;0.209937;s;bedroom_south;bedroom_south;33;5;weekday_
1178;2007-10-26 03:49:39.226258;M;34;1.0;34;1.5395960000000002;23.382187000000002;s;bedroom_south;bedroom_south;33;5;weekday_
1181;2007-10-26 03:50:02.608445;M;35;1.0;35;2.813273;236.62933800000002;s;bedroom_south;bedroom_south;33;5;weekday_
1183;2007-10-26 03:53:59.237783;M;35;1.0;35;6.466279;6.759200000000001;s;bedroom_south;bedroom_south;33;5;weekday_
1185;2007-10-26 03:54:05.996983;M;35;1.0;35;6.037403;30.931151000000003;s;bedroom_south;bedroom_south;33;5;weekday_
1187;2007-10-26 03:54:36.928134;M;35;1.0;35;9.738132;1.116859;s;bedroom_south;bedroom_south;33;5;weekday_
1188;2007-10-26 03:54:38.044993;M;34;1.0;34;2.490136;2.897168;s;bedroom_south;bedroom_south;33;5;weekday_
1190;2007-10-26 03:54:40.942161;M;34;1.0;34;3.805314;4.240276000000001;s;bedroom_south;bedroom_south;33;5;weekday_
1192;2007-10-26 03:54:45.182437;M;34;1.0;34;2.267626;2.833479;s;bedroom_south;bedroom_south;33;5;weekday_
1195;2007-10-26 03:54:48.015916;M;35;1.0;35;2.881237;0.146962;s;bedroom_south;bedroom_south;33;5;weekday_
1196;2007-10-26 03:54:48.162878;M;34;1.0;34;1.1007250000000002;2984.9950660000004;s;bedroom_south;bedroom_south;33;5;weekday_
1199;2007-10-26 04:44:33.157944;M;35;1.0;35;1.8141740000000002;2.0381910000000003;s;bedroom_south;bedroom_south;33;5;weekday_
1201;2007-10-26 04:44:35.196135;M;35;1.0;35;3.6975190000000002;49.380663000000006;s;bedroom_south;bedroom_south;33;5;weekday_
1203;2007-10-26 04:45:24.576798;M;34;1.0;34;2.141416;0.22197;s;bedroom_south;bedroom_south;33;5;weekday_
1204;2007-10-26 04:45:24.798768;M;35;1.0;35;2.2271400000000003;2.0654190000000003;s;bedroom_south;bedroom_south;33;5;weekday_
1206;2007-10-26 04:45:26.864187;M;34;1.0;34;1.0707710000000001;0.608831;s;bedroom_south;bedroom_south;33;5;weekday_
1208;2007-10-26 04:45:27.473018;M;35;1.0;35;3.1007230000000003;1.14988;s;bedroom_south;bedroom_south;33;5;weekday_
1210;2007-10-26 04:45:28.622898;M;34;1.0;34;3.3952470000000003;3.42058;s;bedroom_south;bedroom_south;33;5;weekday_
1213;2007-10-26 04:45:32.043478;M;35;1.0;35;2.317399;17.209975;s;bedroom_south;bedroom_south;33;5;weekday_
1215;2007-10-26 04:45:49.253453;M;35;1.0;35;16.261472;33.632914;s;bedroom_south;bedroom_south;33;5;weekday_
1217;2007-10-26 04:46:22.886367;M;35;1.0;35;1.544146;15.740749000000001;s;bedroom_south;bedroom_south;33;5;weekday_
1219;2007-10-26 04:46:38.627116;M;35;1.0;35;3.823113;6.255441;s;bedroom_south;bedroom_south;33;5;weekday_
1221;2007-10-26 04:46:44.882557;M;35;1.0;35;1.8939890000000001;2.356001;s;bedroom_south;bedroom_south;33;5;weekday_
1223;2007-10-26 04:46:47.238558;M;35;1.0;35;1.8233210000000002;3.852338;s;bedroom_south;bedroom_south;33;5;weekday_
1225;2007-10-26 04:46:51.090896;M;35;1.0;35;11.735403000000002;2.583858;s;bedroom_south;bedroom_south;33;5;weekday_
1226;2007-10-26 04:46:53.674754;M;34;1.0;34;2.3653880000000003;3.9429700000000003;s;bedroom_south;bedroom_south;33;5;weekday_
1228;2007-10-26 04:46:57.617724;M;34;1.0;34;3.5270430000000004;21.416118;s;bedroom_south;bedroom_south;33;5;weekday_
1231;2007-10-26 04:47:19.033842;M;34;1.0;34;12.585066000000001;0.21302500000000002;s;bedroom_south;bedroom_south;33;5;weekday_
1232;2007-10-26 04:47:19.246867;M;35;1.0;35;14.040172;8.128742;s;bedroom_south;bedroom_south;33;5;weekday_
1233;2007-10-26 04:47:27.375609;M;33;1.0;33;3.900278;0.681813;s;bedroom_south;bedroom_south;33;5;weekday_
1234;2007-10-26 04:47:28.057422;M;32;1.0;32;3.5614860000000004;1.1057050000000002;s;bedroom_south;bedroom_south;33;5;weekday_
1235;2007-10-26 04:47:29.163127;M;31;1.0;31;1.7117250000000002;0.7628250000000001;s;bedroom_south;bedroom_south;33;5;weekday_
1236;2007-10-26 04:47:29.925952;M;36;1.0;36;5.2242560000000005;1.1888960000000002;s;bedroom_south;bedroom_south;33;5;weekday_
1238;2007-10-26 04:47:31.114848;M;30;1.0;30;4.402397000000001;1.320109;s;bedroom_south;bedroom_south;33;5;weekday_
1242;2007-10-26 04:47:32.434957;M;29;1.0;29;8.048679;1.278121;s;hallway_upstairs;hallway_upstairs;34;0;weekday_
1244;2007-10-26 04:47:33.713078;M;37;1.0;37;8.554065000000001;90.326673;s;bathroom;bathroom;35;0;weekday_
1249;2007-10-26 04:49:04.039751;M;37;1.0;37;11.920144;1.2348560000000002;s;bathroom;bathroom;35;0;weekday_
1250;2007-10-26 04:49:05.274607;M;29;1.0;29;12.005059000000001;6.794378;s;hallway_upstairs;hallway_upstairs;36;0;weekday_
1251;2007-10-26 04:49:12.068985;M;30;1.0;30;5.210681;0.785783;s;bedroom_south;bedroom_south;37;5;weekday_
1252;2007-10-26 04:49:12.854768;M;36;1.0;36;6.045415;2.1662440000000003;s;bedroom_south;bedroom_south;37;5;weekday_
1253;2007-10-26 04:49:15.021012;M;31;1.0;31;3.6512350000000002;0.762946;s;bedroom_south;bedroom_south;37;5;weekday_
1254;2007-10-26 04:49:15.783958;M;32;1.0;32;5.084689;1.227768;s;bedroom_south;bedroom_south;37;5;weekday_
1257;2007-10-26 04:49:17.011726;M;35;1.0;35;14.906877000000001;0.037833000000000006;s;bedroom_south;bedroom_south;37;5;weekday_
1256;2007-10-26 04:49:17.011726;M;33;1.0;33;4.770669000000001;0.0;s;bedroom_south;bedroom_south;37;5;weekday_
1258;2007-10-26 04:49:17.049559;M;34;1.0;34;7.369099;7.652017000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1266;2007-10-26 04:49:24.701576;M;34;1.0;34;2.456351;8.427676;s;bedroom_south;bedroom_south;37;5;weekday_
1269;2007-10-26 04:49:33.129252;M;34;1.0;34;3.157147;1.959799;s;bedroom_south;bedroom_south;37;5;weekday_
1270;2007-10-26 04:49:35.089051;M;35;1.0;35;9.641105000000001;1.590232;s;bedroom_south;bedroom_south;37;5;weekday_
1272;2007-10-26 04:49:36.679283;M;34;1.0;34;2.3492740000000003;2719.0836520000003;s;bedroom_south;bedroom_south;37;5;weekday_
1275;2007-10-26 05:34:55.762935;M;35;1.0;35;1.5275770000000002;150.323292;s;bedroom_south;bedroom_south;37;5;weekday_
1277;2007-10-26 05:37:26.086227;M;35;1.0;35;17.045974;0.9572050000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1278;2007-10-26 05:37:27.043432;M;34;1.0;34;1.9049500000000001;7.571424;s;bedroom_south;bedroom_south;37;5;weekday_
1280;2007-10-26 05:37:34.614856;M;34;1.0;34;0.45421300000000003;1.1928290000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1282;2007-10-26 05:37:35.807685;M;34;1.0;34;2.2618080000000003;4.513310000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1284;2007-10-26 05:37:40.320995;M;34;1.0;34;1.7510370000000002;13.266936000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1287;2007-10-26 05:37:53.587931;M;35;1.0;35;1.689518;3.2920740000000004;s;bedroom_south;bedroom_south;37;5;weekday_
1289;2007-10-26 05:37:56.880005;M;35;1.0;35;2.050479;1280.265783;s;bedroom_south;bedroom_south;37;5;weekday_
1291;2007-10-26 05:59:17.145788;M;35;1.0;35;4.579366;1.067078;s;bedroom_south;bedroom_south;37;5;weekday_
1292;2007-10-26 05:59:18.212866;M;34;1.0;34;1.433116;33.856057;s;bedroom_south;bedroom_south;37;5;weekday_
1295;2007-10-26 05:59:52.068923;M;34;1.0;34;2.22785;2.360818;s;bedroom_south;bedroom_south;37;5;weekday_
1297;2007-10-26 05:59:54.429741;M;34;1.0;34;1.7195010000000002;1.0846740000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1298;2007-10-26 05:59:55.514415;M;35;1.0;35;1.6415570000000002;1.935467;s;bedroom_south;bedroom_south;37;5;weekday_
1301;2007-10-26 05:59:57.449882;M;35;1.0;35;2.6332600000000004;66.94416000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1303;2007-10-26 06:01:04.394042;M;34;1.0;34;1.961454;56.78692;s;bedroom_south;bedroom_south;37;5;weekday_
1305;2007-10-26 06:02:01.180962;M;34;1.0;34;4.812617;0.577829;s;bedroom_south;bedroom_south;37;5;weekday_
1306;2007-10-26 06:02:01.758791;M;35;1.0;35;5.131544;14.048087;s;bedroom_south;bedroom_south;37;5;weekday_
1309;2007-10-26 06:02:15.806878;M;34;1.0;34;1.671566;0.136975;s;bedroom_south;bedroom_south;37;5;weekday_
1310;2007-10-26 06:02:15.943853;M;35;1.0;35;5.615849000000001;202.608728;s;bedroom_south;bedroom_south;37;5;weekday_
1313;2007-10-26 06:05:38.552581;M;34;1.0;34;2.467286;31.923484000000002;s;bedroom_south;bedroom_south;37;5;weekday_
1315;2007-10-26 06:06:10.476065;M;35;1.0;35;6.555496000000001;0.141022;s;bedroom_south;bedroom_south;37;5;weekday_
1316;2007-10-26 06:06:10.617087;M;34;1.0;34;2.33073;2.8426150000000003;s;bedroom_south;bedroom_south;37;5;weekday_
1318;2007-10-26 06:06:13.459702;M;34;1.0;34;1.9434490000000002;2.645257;s;bedroom_south;bedroom_south;37;5;weekday_
1320;2007-10-26 06:06:16.104959;M;34;1.0;34;4.4207160000000005;1.837466;s;bedroom_south;bedroom_south;37;5;weekday_
1322;2007-10-26 06:06:17.942425;M;35;1.0;35;4.837621;3.6589490000000002;s;bedroom_south;bedroom_south;37;5;weekday_
1324;2007-10-26 06:06:21.601374;M;34;1.0;34;1.413119;26.282523;s;bedroom_south;bedroom_south;37;5;weekday_
1327;2007-10-26 06:06:47.883897;M;35;1.0;35;5.685866000000001;1.025712;s;bedroom_south;bedroom_south;37;5;weekday_
1328;2007-10-26 06:06:48.909609;M;34;1.0;34;3.5820420000000004;4.521127;s;bedroom_south;bedroom_south;37;5;weekday_
1330;2007-10-26 06:06:53.430736;M;34;1.0;34;1.808156;2.384221;s;bedroom_south;bedroom_south;37;5;weekday_
1333;2007-10-26 06:06:55.814957;M;34;1.0;34;2.219672;5.525721000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1335;2007-10-26 06:07:01.340678;M;35;1.0;35;7.1846890000000005;0.8907480000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1336;2007-10-26 06:07:02.231426;M;34;1.0;34;4.849331;9.442042;s;bedroom_south;bedroom_south;37;5;weekday_
1339;2007-10-26 06:07:11.673468;M;35;1.0;35;4.472081;21.978409000000003;s;bedroom_south;bedroom_south;37;5;weekday_
1341;2007-10-26 06:07:33.651877;M;35;1.0;35;17.683046;10.717038;s;bedroom_south;bedroom_south;37;5;weekday_
1342;2007-10-26 06:07:44.368915;M;34;1.0;34;1.8854670000000002;2.4972630000000002;s;bedroom_south;bedroom_south;37;5;weekday_
1344;2007-10-26 06:07:46.866178;M;34;1.0;34;3.088217;3.7509500000000005;s;bedroom_south;bedroom_south;37;5;weekday_
1346;2007-10-26 06:07:50.617128;M;34;1.0;34;5.278536;0.849771;s;bedroom_south;bedroom_south;37;5;weekday_
1348;2007-10-26 06:07:51.466899;M;35;1.0;35;13.036818;837.972164;s;bedroom_south;bedroom_south;37;5;weekday_
1351;2007-10-26 06:21:49.439063;M;35;1.0;35;1.018826;427.90074300000003;s;bedroom_south;bedroom_south;37;5;weekday_
1353;2007-10-26 06:28:57.339806;M;35;1.0;35;15.047682000000002;8.733506;s;bedroom_south;bedroom_south;37;5;weekday_
1354;2007-10-26 06:29:06.073312;M;34;1.0;34;6.73705;757.225393;s;bedroom_south;bedroom_south;37;5;weekday_
1357;2007-10-26 06:41:43.298705;M;34;1.0;34;8.465556000000001;0.0;s;bedroom_south;bedroom_south;37;5;weekday_
1358;2007-10-26 06:41:43.298705;M;35;1.0;35;9.797184000000001;34.586474;s;bedroom_south;bedroom_south;37;5;weekday_
1361;2007-10-26 06:42:17.885179;M;35;1.0;35;5.373665;1.5315660000000002;s;bedroom_south;bedroom_south;37;5;weekday_
1362;2007-10-26 06:42:19.416745;M;34;1.0;34;3.842099;25.153446000000002;s;bedroom_south;bedroom_south;37;5;weekday_
1365;2007-10-26 06:42:44.570191;M;35;1.0;35;3.6849540000000003;0.6998040000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1366;2007-10-26 06:42:45.269995;M;34;1.0;34;2.089382;14.062002000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1369;2007-10-26 06:42:59.331997;M;35;1.0;35;1.026755;36.082601000000004;s;bedroom_south;bedroom_south;37;5;weekday_
1371;2007-10-26 06:43:35.414598;M;35;1.0;35;2.6493900000000004;690.2920770000001;s;bedroom_south;bedroom_south;37;5;weekday_
1373;2007-10-26 06:55:05.706675;M;35;1.0;35;1.481567;12.379617000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1375;2007-10-26 06:55:18.086292;M;35;1.0;35;2.7120670000000002;25.325380000000003;s;bedroom_south;bedroom_south;37;5;weekday_
1377;2007-10-26 06:55:43.411672;M;35;1.0;35;2.010411;12.189275;s;bedroom_south;bedroom_south;37;5;weekday_
1379;2007-10-26 06:55:55.600947;M;35;1.0;35;0.46314400000000006;1.179972;s;bedroom_south;bedroom_south;37;5;weekday_
1381;2007-10-26 06:55:56.780919;M;35;1.0;35;2.052175;5.1624300000000005;s;bedroom_south;bedroom_south;37;5;weekday_
1383;2007-10-26 06:56:01.943349;M;34;1.0;34;3.6754260000000003;0.06508800000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1384;2007-10-26 06:56:02.008437;M;35;1.0;35;4.941956;3.7313090000000004;s;bedroom_south;bedroom_south;37;5;weekday_
1386;2007-10-26 06:56:05.739746;M;34;1.0;34;1.038707;1.384592;s;bedroom_south;bedroom_south;37;5;weekday_
1389;2007-10-26 06:56:07.124338;M;35;1.0;35;4.397728;0.195949;s;bedroom_south;bedroom_south;37;5;weekday_
1390;2007-10-26 06:56:07.320287;M;34;1.0;34;1.699519;5.540407;s;bedroom_south;bedroom_south;37;5;weekday_
1393;2007-10-26 06:56:12.860694;M;35;1.0;35;3.498997;1.6325290000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1394;2007-10-26 06:56:14.493223;M;34;1.0;34;2.012423;366.586089;s;bedroom_south;bedroom_south;37;5;weekday_
1397;2007-10-26 07:02:21.079312;M;35;1.0;35;12.700857000000001;8.507083;s;bedroom_south;bedroom_south;37;5;weekday_
1398;2007-10-26 07:02:29.586395;M;34;1.0;34;2.774179;32.289241000000004;s;bedroom_south;bedroom_south;37;5;weekday_
1401;2007-10-26 07:03:01.875636;M;35;1.0;35;1.6025230000000001;1908.389419;s;bedroom_south;bedroom_south;37;5;weekday_
1403;2007-10-26 07:34:50.265055;M;35;1.0;35;14.396880000000001;0.5188400000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1404;2007-10-26 07:34:50.783895;M;34;1.0;34;1.923448;4.030854000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1406;2007-10-26 07:34:54.814749;M;34;1.0;34;9.684247000000001;2.607244;s;bedroom_south;bedroom_south;37;5;weekday_
1407;2007-10-26 07:34:57.421993;M;33;1.0;33;7.529861;2.759214;s;bedroom_south;bedroom_south;37;5;weekday_
1408;2007-10-26 07:35:00.181207;M;32;1.0;32;3.8439180000000004;0.582835;s;bedroom_south;bedroom_south;37;5;weekday_
1409;2007-10-26 07:35:00.764042;M;31;1.0;31;5.487477;8.470626000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1415;2007-10-26 07:35:09.234668;M;31;1.0;31;1.367614;2.281431;s;bedroom_south;bedroom_south;37;5;weekday_
1417;2007-10-26 07:35:11.516099;M;31;1.0;31;7.810266;1.45575;s;bedroom_south;bedroom_south;37;5;weekday_
1418;2007-10-26 07:35:12.971849;M;32;1.0;32;6.6824770000000004;1.656138;s;bedroom_south;bedroom_south;37;5;weekday_
1419;2007-10-26 07:35:14.627987;M;35;1.0;35;22.187791;0.24902400000000002;s;bedroom_south;bedroom_south;37;5;weekday_
1420;2007-10-26 07:35:14.877011;M;33;1.0;33;3.2502780000000002;0.7990520000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1421;2007-10-26 07:35:15.676063;M;34;1.0;34;10.840575000000001;414.50331900000003;s;bedroom_south;bedroom_south;37;5;weekday_
1427;2007-10-26 07:42:10.179382;M;35;1.0;35;14.653087000000001;1.3456050000000002;s;bedroom_south;bedroom_south;37;5;weekday_
1428;2007-10-26 07:42:11.524987;M;34;1.0;34;2.039438;5.504111;s;bedroom_south;bedroom_south;37;5;weekday_
1430;2007-10-26 07:42:17.029098;M;34;1.0;34;9.093465;2.3104240000000003;s;bedroom_south;bedroom_south;37;5;weekday_
1431;2007-10-26 07:42:19.339522;M;33;1.0;33;1.746509;1.605547;s;bedroom_south;bedroom_south;37;5;weekday_
1432;2007-10-26 07:42:20.945069;M;32;1.0;32;4.113583;0.46885400000000005;s;bedroom_south;bedroom_south;37;5;weekday_
1434;2007-10-26 07:42:21.413923;M;33;1.0;33;2.2424720000000002;0.48685100000000003;s;bedroom_south;bedroom_south;37;5;weekday_
1435;2007-10-26 07:42:21.900774;M;31;1.0;31;7.128039;8.468002;s;bedroom_south;bedroom_south;37;5;weekday_
1441;2007-10-26 07:42:30.368776;M;31;1.0;31;10.067399;4.265043;s;bedroom_south;bedroom_south;37;5;weekday_
1442;2007-10-26 07:42:34.633819;M;32;1.0;32;5.094555000000001;1.2076580000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1443;2007-10-26 07:42:35.841477;M;35;1.0;35;2.0974090000000003;0.125984;s;bedroom_south;bedroom_south;37;5;weekday_
1444;2007-10-26 07:42:35.967461;M;33;1.0;33;5.6783600000000005;0.495846;s;bedroom_south;bedroom_south;37;5;weekday_
1445;2007-10-26 07:42:36.463307;M;34;1.0;34;3.115111;7.754776000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1451;2007-10-26 07:42:44.218083;M;33;1.0;33;3.7963120000000004;0.492856;s;bedroom_south;bedroom_south;37;5;weekday_
1452;2007-10-26 07:42:44.710939;M;34;1.0;34;6.672078000000001;1.31962;s;bedroom_south;bedroom_south;37;5;weekday_
1453;2007-10-26 07:42:46.030559;M;35;1.0;35;4.460718;2.23738;s;bedroom_south;bedroom_south;37;5;weekday_
1455;2007-10-26 07:42:48.267939;M;33;1.0;33;2.377289;3.7428980000000003;s;bedroom_south;bedroom_south;37;5;weekday_
1459;2007-10-26 07:42:52.010837;M;34;1.0;34;12.876338;2.229362;s;bedroom_south;bedroom_south;37;5;weekday_
1460;2007-10-26 07:42:54.240199;M;35;1.0;35;15.006118;1.4615950000000002;s;bedroom_south;bedroom_south;37;5;weekday_
1461;2007-10-26 07:42:55.701794;M;33;1.0;33;1.78149;23.385264000000003;s;bedroom_south;bedroom_south;37;5;weekday_
1465;2007-10-26 07:43:19.087058;M;35;1.0;35;7.817285000000001;161.87734700000001;s;bedroom_south;bedroom_south;37;5;weekday_
1467;2007-10-26 07:46:00.964405;M;35;1.0;35;10.732907;1.212649;s;bedroom_south;bedroom_south;37;5;weekday_
1468;2007-10-26 07:46:02.177054;M;34;1.0;34;2.42031;2.6742310000000002;s;bedroom_south;bedroom_south;37;5;weekday_
1470;2007-10-26 07:46:04.851285;M;34;1.0;34;4.744627;7.793757;s;bedroom_south;bedroom_south;37;5;weekday_
1473;2007-10-26 07:46:12.645042;M;35;1.0;35;6.499126;5.975291;s;bedroom_south;bedroom_south;37;5;weekday_
1474;2007-10-26 07:46:18.620333;M;34;1.0;34;1.4099510000000002;190.9199;s;bedroom_south;bedroom_south;37;5;weekday_
1477;2007-10-26 07:49:29.540233;M;35;1.0;35;15.95949;2.677233;s;bedroom_south;bedroom_south;37;5;weekday_
1478;2007-10-26 07:49:32.217466;M;34;1.0;34;2.215371;2.389307;s;bedroom_south;bedroom_south;37;5;weekday_
1480;2007-10-26 07:49:34.606773;M;34;1.0;34;8.117741;3.1711880000000003;s;bedroom_south;bedroom_south;37;5;weekday_
1481;2007-10-26 07:49:37.777961;M;33;1.0;33;3.748901;0.413874;s;bedroom_south;bedroom_south;37;5;weekday_
1482;2007-10-26 07:49:38.191835;M;32;1.0;32;8.830888;1.077698;s;bedroom_south;bedroom_south;37;5;weekday_
1483;2007-10-26 07:49:39.269533;M;31;1.0;31;8.830461;3.7321910000000003;s;bedroom_south;bedroom_south;37;5;weekday_
1487;2007-10-26 07:49:43.001724;M;34;1.0;34;3.987579;9.771942000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1486;2007-10-26 07:49:43.001724;M;33;1.0;33;6.400907;0.0;s;bedroom_south;bedroom_south;37;5;weekday_
1493;2007-10-26 07:49:52.773666;M;33;1.0;33;8.648449000000001;0.37189900000000004;s;bedroom_south;bedroom_south;37;5;weekday_
1494;2007-10-26 07:49:53.145565;M;34;1.0;34;12.268137000000001;3.017211;s;bedroom_south;bedroom_south;37;5;weekday_
1495;2007-10-26 07:49:56.162776;M;35;1.0;35;20.951372000000003;26.646025;s;bedroom_south;bedroom_south;37;5;weekday_
1499;2007-10-26 07:50:22.808801;M;35;1.0;35;4.919952;36.674931;s;bedroom_south;bedroom_south;37;5;weekday_
1501;2007-10-26 07:50:59.483732;M;35;1.0;35;6.838801;27.826531000000003;s;bedroom_south;bedroom_south;37;5;weekday_
1503;2007-10-26 07:51:27.310263;M;35;1.0;35;1.4420760000000001;14.306535;s;bedroom_south;bedroom_south;37;5;weekday_
1505;2007-10-26 07:51:41.616798;M;35;1.0;35;3.335049;294.46612000000005;s;bedroom_south;bedroom_south;37;5;weekday_
1507;2007-10-26 07:56:36.082918;M;35;1.0;35;12.614584;3.3055790000000003;s;bedroom_south;bedroom_south;37;5;weekday_
1508;2007-10-26 07:56:39.388497;M;34;1.0;34;1.721489;2.227342;s;bedroom_south;bedroom_south;37;5;weekday_
1510;2007-10-26 07:56:41.615839;M;34;1.0;34;6.938633;1.7835050000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1511;2007-10-26 07:56:43.399344;M;33;1.0;33;1.035828;0.6651720000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1512;2007-10-26 07:56:44.064516;M;32;1.0;32;3.2108610000000004;1.0286650000000002;s;bedroom_south;bedroom_south;37;5;weekday_
1514;2007-10-26 07:56:45.093181;M;33;1.0;33;2.016165;0.132023;s;bedroom_south;bedroom_south;37;5;weekday_
1515;2007-10-26 07:56:45.225204;M;31;1.0;31;9.99037;2.184164;s;bedroom_south;bedroom_south;37;5;weekday_
1518;2007-10-26 07:56:47.409368;M;32;1.0;32;7.3763440000000005;2.939276;s;bedroom_south;bedroom_south;37;5;weekday_
