;Activity;Sensor_Added;Duration;Timestamp;LC_Activity;LC;Case
2137;[17];0;2.73;2007-10-26 15:47:27.105749;15;c;18.0
2138;[];0;8.42;2007-10-26 15:47:29.831701;17;c;18.0
2139;[17];17;3.58;2007-10-26 15:47:38.249536;17;s;18.0
2140;[17, 16];16;0.12;2007-10-26 15:47:41.828535;16;s;18.0
2141;[17, 16, 15];15;1.35;2007-10-26 15:47:41.952511;15;s;18.0
2142;[17, 16, 15, 8];8;0.12;2007-10-26 15:47:43.300131;8;s;18.0
2143;[17, 16, 15, 8, 9];9;1.13;2007-10-26 15:47:43.424113;9;s;18.0
2144;[17, 16, 15, 8, 9, 7];7;0.86;2007-10-26 15:47:44.557773;7;s;18.0
2145;[17, 15, 8, 9, 7];0;0.44;2007-10-26 15:47:45.419532;16;c;18.0
2146;[15, 8, 9, 7];0;0.0;2007-10-26 15:47:45.864438;17;c;18.0
2147;[15, 8, 9, 7, 6];6;0.15;2007-10-26 15:47:45.864438;6;s;18.0
2148;[8, 9, 7, 6];0;0.03;2007-10-26 15:47:46.015141;15;c;18.0
2149;[8, 7, 6];0;2.17;2007-10-26 15:47:46.040734;9;c;18.0
2150;[7, 6];0;0.21;2007-10-26 15:47:48.206853;8;c;18.0
2151;[6];0;0.19;2007-10-26 15:47:48.412798;7;c;18.0
2152;[];0;0.23;2007-10-26 15:47:48.598751;6;c;18.0
2153;[6];6;1.98;2007-10-26 15:47:48.828674;6;s;18.0
2154;[];0;9.6;2007-10-26 15:47:50.806139;6;c;18.0
2155;[6];6;3.48;2007-10-26 15:48:00.403546;6;s;18.0
2156;[];0;0.64;2007-10-26 15:48:03.882601;6;c;18.0
2157;[10];10;3.52;2007-10-26 15:48:04.520425;10;s;18.0
2158;[];0;19.49;2007-10-26 15:48:08.037584;10;c;18.0
2159;[10];10;1.48;2007-10-26 15:48:27.524498;10;s;18.0
2160;[];0;2.55;2007-10-26 15:48:29.003408;10;c;18.0
2161;[6];6;2.53;2007-10-26 15:48:31.557958;6;s;18.0
2162;[];0;;2007-10-26 15:48:34.092825;6;c;18.0
2163;[6];6;1.5;2007-10-26 15:57:14.713098;6;s;19.0
2164;[10];10;1.35;2007-10-26 15:57:16.040826;10;s;19.0
2165;[];0;-0.17;2007-10-26 15:57:16.212236;6;c;19.0
2166;[];0;0.87;2007-10-26 15:57:17.387334;10;c;19.0
2167;[10];10;2.03;2007-10-26 15:57:18.255344;10;s;19.0
2168;[];0;12.75;2007-10-26 15:57:20.285826;10;c;19.0
2169;[10];10;8.37;2007-10-26 15:57:33.037799;10;s;19.0
2170;[];0;0.94;2007-10-26 15:57:41.406298;10;c;19.0
2171;[10];10;1.02;2007-10-26 15:57:42.344191;10;s;19.0
2172;[];0;3.82;2007-10-26 15:57:43.367939;10;c;19.0
2173;[10];10;2.37;2007-10-26 15:57:47.192898;10;s;19.0
2174;[];0;28.86;2007-10-26 15:57:49.562266;10;c;19.0
2175;[6];6;1.03;2007-10-26 15:58:18.422414;6;s;19.0
2176;[];0;3.56;2007-10-26 15:58:19.448283;6;c;19.0
2177;[6];6;1.83;2007-10-26 15:58:23.003586;6;s;19.0
2178;[];0;0.77;2007-10-26 15:58:24.833709;6;c;19.0
2179;[6];6;1.63;2007-10-26 15:58:25.600802;6;s;19.0
2180;[];0;17.97;2007-10-26 15:58:27.233584;6;c;19.0
2181;[6];6;1.58;2007-10-26 15:58:45.208558;6;s;19.0
2182;[];0;283.8;2007-10-26 15:58:46.784707;6;c;19.0
2183;[6];6;1.02;2007-10-26 16:03:30.588363;6;s;19.0
2184;[];0;102.96;2007-10-26 16:03:31.608076;6;c;19.0
2185;[10];10;1.7;2007-10-26 16:05:14.568572;10;s;19.0
2186;[];0;131.27;2007-10-26 16:05:16.268137;10;c;19.0
2187;[10];10;1.52;2007-10-26 16:07:27.535593;10;s;19.0
2188;[];0;252.95;2007-10-26 16:07:29.052743;10;c;19.0
2189;[10];10;2.27;2007-10-26 16:11:42.007676;10;s;19.0
2190;[];0;9.13;2007-10-26 16:11:44.277096;10;c;19.0
2191;[5];5;1.71;2007-10-26 16:11:53.402686;5;s;19.0
2192;[];0;96.0;2007-10-26 16:11:55.115346;5;c;19.0
2193;[10];10;1.39;2007-10-26 16:13:31.111333;10;s;19.0
2194;[];0;5.14;2007-10-26 16:13:32.499369;10;c;19.0
2195;[10];10;0.33;2007-10-26 16:13:37.638283;10;s;19.0
2196;[10, 6];6;1.66;2007-10-26 16:13:37.972189;6;s;19.0
2197;[6];0;2.19;2007-10-26 16:13:39.631741;10;c;19.0
2198;[6, 7];7;0.63;2007-10-26 16:13:41.822224;7;s;19.0
2199;[6, 7, 8];8;0.49;2007-10-26 16:13:42.451045;8;s;19.0
2200;[6, 7, 8, 1];1;0.54;2007-10-26 16:13:42.944904;1;s;19.0
2201;[6, 7, 8, 1, 23];23;0.0;2007-10-26 16:13:43.486777;23;s;19.0
2202;[7, 8, 1, 23];0;0.24;2007-10-26 16:13:43.486777;6;c;19.0
2203;[7, 1, 23];0;0.12;2007-10-26 16:13:43.730708;8;c;19.0
2204;[7, 1, 23, 8];8;0.31;2007-10-26 16:13:43.851671;8;s;19.0
2205;[7, 1, 23, 8, 22];22;0.7;2007-10-26 16:13:44.160577;22;s;19.0
2206;[7, 1, 23, 8, 22, 21];21;0.14;2007-10-26 16:13:44.858385;21;s;19.0
2207;[1, 23, 8, 22, 21];0;0.47;2007-10-26 16:13:45.003233;7;c;19.0
2208;[1, 23, 22, 21];0;1.01;2007-10-26 16:13:45.472225;8;c;19.0
2209;[1, 22, 21, 25, 24];24;0.97;2007-10-26 16:13:46.099043;24;s;19.0
2210;[1, 22, 21];0;0.28;2007-10-26 16:13:46.485939;23;c;19.0
2211;[1, 22, 21, 25];25;-0.67;2007-10-26 16:13:46.767858;25;s;19.0
2212;[22, 21, 25, 24];0;0.95;2007-10-26 16:13:47.070782;1;c;19.0
2213;[22, 21, 25, 24, 26];26;0.27;2007-10-26 16:13:48.017498;26;s;19.0
2214;[21, 25, 24, 26];0;1.43;2007-10-26 16:13:48.291438;22;c;19.0
2215;[25, 24, 26, 27];0;1.03;2007-10-26 16:13:49.077209;21;c;19.0
2216;[21, 25, 24, 26, 27];27;-0.65;2007-10-26 16:13:49.725032;27;s;19.0
2217;[25, 26, 27];0;0.39;2007-10-26 16:13:50.106933;24;c;19.0
2218;[26, 27];0;1.13;2007-10-26 16:13:50.494822;25;c;19.0
2219;[26, 27, 28];28;0.38;2007-10-26 16:13:51.622513;28;s;19.0
2220;[27, 28];0;0.87;2007-10-26 16:13:52.004406;26;c;19.0
2221;[27, 28, 29];29;1.15;2007-10-26 16:13:52.873162;29;s;19.0
2222;[27, 28, 29, 37];37;1.15;2007-10-26 16:13:54.022779;37;s;19.0
2223;[29, 37];0;1.48;2007-10-26 16:13:55.043553;28;c;19.0
2224;[28, 29, 37];0;-0.13;2007-10-26 16:13:55.171564;27;c;19.0
2225;[37];0;4.64;2007-10-26 16:13:56.519177;29;c;19.0
2226;[];0;;2007-10-26 16:14:01.157943;37;c;19.0
2227;[37];37;1.7;2007-10-26 16:25:10.546077;37;s;20.0
2228;[];0;0.18;2007-10-26 16:25:12.247643;37;c;20.0
2229;[37];37;0.26;2007-10-26 16:25:12.425612;37;s;20.0
2230;[37, 29];29;3.76;2007-10-26 16:25:12.686498;29;s;20.0
2231;[37];0;8.67;2007-10-26 16:25:16.443512;29;c;20.0
2232;[37, 29];29;2.59;2007-10-26 16:25:25.114309;29;s;20.0
2233;[37, 29, 30];30;2.71;2007-10-26 16:25:27.701583;30;s;20.0
2234;[29, 30];0;0.13;2007-10-26 16:25:30.412892;37;c;20.0
2235;[29, 30, 28];28;1.34;2007-10-26 16:25:30.542878;28;s;20.0
2236;[29, 30, 28, 27];27;0.92;2007-10-26 16:25:31.884885;27;s;20.0
2237;[29, 28, 27];0;1.68;2007-10-26 16:25:32.804977;30;c;20.0
2238;[29, 28, 27, 26];26;0.51;2007-10-26 16:25:34.488132;26;s;20.0
2239;[29, 28, 26];0;0.24;2007-10-26 16:25:34.998235;27;c;20.0
2240;[28, 26];0;0.14;2007-10-26 16:25:35.242208;29;c;20.0
2241;[26];0;1.12;2007-10-26 16:25:35.383237;28;c;20.0
2242;[26, 25];25;1.64;2007-10-26 16:25:36.507319;25;s;20.0
2243;[25, 24];24;5.89;2007-10-26 16:25:38.059723;24;s;20.0
2244;[25];0;-0.09;2007-10-26 16:25:38.151342;26;c;20.0
2245;[25, 24, 21];21;0.54;2007-10-26 16:25:43.948815;21;s;20.0
2246;[24, 21];0;0.56;2007-10-26 16:25:44.491747;25;c;20.0
2247;[24, 21, 22];22;1.32;2007-10-26 16:25:45.056711;22;s;20.0
2248;[21, 22];0;0.14;2007-10-26 16:25:46.380614;24;c;20.0
2249;[21, 22, 23];23;0.47;2007-10-26 16:25:46.519598;23;s;20.0
2250;[21, 22, 23, 1];1;0.14;2007-10-26 16:25:46.992555;1;s;20.0
2251;[22, 23, 1];0;0.86;2007-10-26 16:25:47.130565;21;c;20.0
2252;[23, 1];0;0.11;2007-10-26 16:25:47.994373;22;c;20.0
2253;[23, 1, 7];7;2.05;2007-10-26 16:25:48.107359;7;s;20.0
2254;[1, 7];0;0.0;2007-10-26 16:25:50.161866;23;c;20.0
2255;[1];0;0.54;2007-10-26 16:25:50.161866;7;c;20.0
2256;[];0;8.98;2007-10-26 16:25:50.705677;1;c;20.0
2257;[7];7;1.29;2007-10-26 16:25:59.685464;7;s;20.0
2258;[7, 2];2;0.51;2007-10-26 16:26:00.971381;2;s;20.0
2259;[7, 2, 3];3;0.54;2007-10-26 16:26:01.485336;3;s;20.0
2260;[2, 3];0;2.55;2007-10-26 16:26:02.023522;7;c;20.0
2261;[3];0;2.73;2007-10-26 16:26:04.576597;2;c;20.0
2262;[3, 2];2;1.37;2007-10-26 16:26:07.307927;2;s;20.0
2263;[3, 2, 6, 7];7;1.07;2007-10-26 16:26:08.095948;7;s;20.0
2264;[3, 2, 6];6;-0.58;2007-10-26 16:26:08.679548;6;s;20.0
2265;[3, 6, 7];0;0.49;2007-10-26 16:26:09.163413;2;c;20.0
2266;[6, 7];0;1.85;2007-10-26 16:26:09.655275;3;c;20.0
2267;[6, 7, 6];6;0.26;2007-10-26 16:26:11.502771;6;s;20.0
2268;[6, 6];0;29.75;2007-10-26 16:26:11.758714;7;c;20.0
2269;[7];7;0.64;2007-10-26 16:26:41.005608;7;s;20.0
2270;[];0;-0.5;2007-10-26 16:26:41.509649;6;c;20.0
2271;[7, 6];6;0.75;2007-10-26 16:26:41.645676;6;s;20.0
2272;[7, 6, 8];8;1.15;2007-10-26 16:26:42.394736;8;s;20.0
2273;[7, 8];0;2.07;2007-10-26 16:26:43.546849;6;c;20.0
2274;[8];0;2.52;2007-10-26 16:26:45.616007;7;c;20.0
2275;[];0;2.46;2007-10-26 16:26:48.136411;8;c;20.0
2276;[8];8;0.55;2007-10-26 16:26:50.591753;8;s;20.0
2277;[8, 7];7;1.01;2007-10-26 16:26:51.139601;7;s;20.0
2278;[8];0;0.18;2007-10-26 16:26:52.151404;7;c;20.0
2279;[];0;0.97;2007-10-26 16:26:52.335383;8;c;20.0
2280;[7];7;0.11;2007-10-26 16:26:53.310295;7;s;20.0
2281;[7, 8];8;1.8;2007-10-26 16:26:53.424311;8;s;20.0
2282;[7, 8, 1];1;1.73;2007-10-26 16:26:55.229156;1;s;20.0
2283;[7, 1];0;2.48;2007-10-26 16:26:56.956775;8;c;20.0
2284;[7];0;0.59;2007-10-26 16:26:59.436114;1;c;20.0
2285;[];0;1.73;2007-10-26 16:27:00.025945;7;c;20.0
2286;[1];1;1.47;2007-10-26 16:27:01.751515;1;s;20.0
2287;[];0;6.06;2007-10-26 16:27:03.223641;1;c;20.0
2288;[7];7;0.57;2007-10-26 16:27:09.279934;7;s;20.0
2289;[7, 8];8;1.06;2007-10-26 16:27:09.847861;8;s;20.0
2290;[8];0;0.39;2007-10-26 16:27:10.910619;7;c;20.0
2291;[8, 9];9;0.14;2007-10-26 16:27:11.297511;9;s;20.0
2292;[9];0;3.57;2007-10-26 16:27:11.440486;8;c;20.0
2293;[];0;2.26;2007-10-26 16:27:15.014508;9;c;20.0
2294;[9];9;0.55;2007-10-26 16:27:17.275898;9;s;20.0
2295;[9, 8];8;1.18;2007-10-26 16:27:17.823735;8;s;20.0
2296;[9, 8, 7];7;2.9;2007-10-26 16:27:19.007416;7;s;20.0
2297;[9, 8];0;0.23;2007-10-26 16:27:21.907621;7;c;20.0
2298;[8];0;0.52;2007-10-26 16:27:22.136547;9;c;20.0
2299;[];0;2.76;2007-10-26 16:27:22.652417;8;c;20.0
2300;[7];7;3.63;2007-10-26 16:27:25.408671;7;s;20.0
2301;[7, 1, 23];23;1.54;2007-10-26 16:27:29.006715;23;s;20.0
2302;[7, 1];1;-0.03;2007-10-26 16:27:29.035459;1;s;20.0
2303;[1, 23];0;0.29;2007-10-26 16:27:30.548269;7;c;20.0
2304;[1, 23, 22];22;0.84;2007-10-26 16:27:30.838181;22;s;20.0
2305;[23, 22, 21];0;0.0;2007-10-26 16:27:31.083995;1;c;20.0
2306;[22, 21];0;2.26;2007-10-26 16:27:31.083995;23;c;20.0
2307;[1, 23, 22, 21];21;-0.6;2007-10-26 16:27:31.681952;21;s;20.0
2308;[22, 21, 24];24;0.69;2007-10-26 16:27:33.339509;24;s;20.0
2309;[21, 24];0;0.55;2007-10-26 16:27:34.033311;22;c;20.0
2310;[21, 24, 25];25;0.47;2007-10-26 16:27:34.587164;25;s;20.0
2311;[24, 25];0;1.54;2007-10-26 16:27:35.061034;21;c;20.0
2312;[25];0;0.13;2007-10-26 16:27:36.602609;24;c;20.0
2313;[25, 24];24;2.75;2007-10-26 16:27:36.734581;24;s;20.0
2314;[24];0;1.71;2007-10-26 16:27:39.479817;25;c;20.0
2315;[24, 24];24;1.1;2007-10-26 16:27:41.192365;24;s;20.0
2316;[];0;;2007-10-26 16:27:42.297052;24;c;20.0
2317;[24];24;8.21;2007-10-26 18:34:38.666355;24;s;21.0
2318;[];0;3.88;2007-10-26 18:34:46.877108;24;c;21.0
2319;[24];24;1.42;2007-10-26 18:34:50.755577;24;s;21.0
2320;[24, 21];21;1.67;2007-10-26 18:34:52.180165;21;s;21.0
2321;[21];0;0.19;2007-10-26 18:34:53.850685;24;c;21.0
2322;[21, 22];22;0.6;2007-10-26 18:34:54.039637;22;s;21.0
2323;[22];0;1.83;2007-10-26 18:34:54.636527;21;c;21.0
2324;[22, 23];23;0.14;2007-10-26 18:34:56.463369;23;s;21.0
2325;[23];0;0.62;2007-10-26 18:34:56.601372;22;c;21.0
2326;[23, 1];1;2.02;2007-10-26 18:34:57.226293;1;s;21.0
2327;[23];0;4.63;2007-10-26 18:34:59.080926;1;c;21.0
2328;[23, 1, 1];1;-0.16;2007-10-26 18:34:59.244891;1;s;21.0
2329;[23, 7];7;0.14;2007-10-26 18:35:03.709658;7;s;21.0
2330;[7];0;1.2;2007-10-26 18:35:03.848628;23;c;21.0
2331;[7, 6];6;0.03;2007-10-26 18:35:05.048864;6;s;21.0
2332;[6];0;5.73;2007-10-26 18:35:05.081365;7;c;21.0
2333;[];0;0.83;2007-10-26 18:35:10.815983;6;c;21.0
2334;[6];6;4.68;2007-10-26 18:35:11.647896;6;s;21.0
2335;[6, 7];7;1.02;2007-10-26 18:35:16.326738;7;s;21.0
2336;[6];0;0.18;2007-10-26 18:35:17.346447;7;c;21.0
2337;[6, 7];7;0.55;2007-10-26 18:35:17.522391;7;s;21.0
2338;[7];0;4.23;2007-10-26 18:35:18.068232;6;c;21.0
2339;[7, 1];1;2.48;2007-10-26 18:35:22.299034;1;s;21.0
2340;[1];0;2.51;2007-10-26 18:35:24.780346;7;c;21.0
2341;[1, 23];23;1.64;2007-10-26 18:35:27.291624;23;s;21.0
2342;[1];0;4.16;2007-10-26 18:35:28.929146;23;c;21.0
2343;[];0;2.54;2007-10-26 18:35:33.089981;1;c;21.0
2344;[7];7;0.19;2007-10-26 18:35:35.633269;7;s;21.0
2345;[7, 1];1;1.0;2007-10-26 18:35:35.819207;1;s;21.0
2346;[7];0;0.16;2007-10-26 18:35:36.822907;1;c;21.0
2347;[7, 8];8;4.2;2007-10-26 18:35:36.986871;8;s;21.0
2348;[7];0;0.8;2007-10-26 18:35:41.183684;8;c;21.0
2349;[7, 9];9;0.24;2007-10-26 18:35:41.981452;9;s;21.0
2350;[9];0;2.67;2007-10-26 18:35:42.221388;7;c;21.0
2351;[9, 7];7;1.33;2007-10-26 18:35:44.890741;7;s;21.0
2352;[7, 7];7;0.05;2007-10-26 18:35:46.034732;7;s;21.0
2353;[];0;1.62;2007-10-26 18:35:46.082367;7;c;21.0
2354;[7];0;-0.18;2007-10-26 18:35:46.216351;9;c;21.0
2355;[6];6;4.26;2007-10-26 18:35:47.699925;6;s;21.0
2356;[6, 10];10;2.7;2007-10-26 18:35:51.955712;10;s;21.0
2357;[6];0;0.74;2007-10-26 18:35:54.654955;10;c;21.0
2358;[6, 10];10;1.75;2007-10-26 18:35:55.395035;10;s;21.0
2359;[10];0;3.48;2007-10-26 18:35:57.142837;6;c;21.0
2360;[10, 6];6;1.56;2007-10-26 18:36:00.620857;6;s;21.0
2361;[6];0;2.28;2007-10-26 18:36:02.181446;10;c;21.0
2362;[];0;2.45;2007-10-26 18:36:04.464202;6;c;21.0
2363;[7];7;0.88;2007-10-26 18:36:06.918786;7;s;21.0
2364;[7, 2];2;0.64;2007-10-26 18:36:07.800563;2;s;21.0
2365;[7, 2, 3];3;1.83;2007-10-26 18:36:08.438385;3;s;21.0
2366;[2, 3];0;1.39;2007-10-26 18:36:10.267882;7;c;21.0
2367;[3];0;0.56;2007-10-26 18:36:11.655454;2;c;21.0
2368;[3, 5];5;0.82;2007-10-26 18:36:12.214336;5;s;21.0
2369;[5];0;0.92;2007-10-26 18:36:13.038942;3;c;21.0
2370;[5, 4];4;0.27;2007-10-26 18:36:13.959455;4;s;21.0
2371;[4];0;0.86;2007-10-26 18:36:14.226456;5;c;21.0
2372;[4, 3];3;0.75;2007-10-26 18:36:15.081531;3;s;21.0
2373;[4, 3, 2];2;1.49;2007-10-26 18:36:15.831604;2;s;21.0
2374;[3];0;0.77;2007-10-26 18:36:17.067376;2;c;21.0
2375;[3, 2];0;-0.25;2007-10-26 18:36:17.319732;4;c;21.0
2376;[3, 6];6;0.12;2007-10-26 18:36:17.841775;6;s;21.0
2377;[6];0;0.96;2007-10-26 18:36:17.957795;3;c;21.0
2378;[6, 7];7;1.45;2007-10-26 18:36:18.921757;7;s;21.0
2379;[7];0;0.41;2007-10-26 18:36:20.367647;6;c;21.0
2380;[7, 6];6;1.63;2007-10-26 18:36:20.773524;6;s;21.0
2381;[6];0;7.42;2007-10-26 18:36:22.399058;7;c;21.0
2382;[6, 5];5;2.29;2007-10-26 18:36:29.814962;5;s;21.0
2383;[6];0;2.1;2007-10-26 18:36:32.106301;5;c;21.0
2384;[6, 10];10;2.34;2007-10-26 18:36:34.210696;10;s;21.0
2385;[10];0;0.86;2007-10-26 18:36:36.553036;6;c;21.0
2386;[];0;2.92;2007-10-26 18:36:37.416784;10;c;21.0
2387;[9, 6];6;1.05;2007-10-26 18:36:40.050039;6;s;21.0
2388;[9];9;-0.29;2007-10-26 18:36:40.339949;9;s;21.0
2389;[9];0;0.87;2007-10-26 18:36:41.095738;6;c;21.0
2390;[9, 6];6;1.11;2007-10-26 18:36:41.969481;6;s;21.0
2391;[6];0;1.08;2007-10-26 18:36:43.075168;9;c;21.0
2392;[6, 10];10;1.38;2007-10-26 18:36:44.154847;10;s;21.0
2393;[6];0;0.85;2007-10-26 18:36:45.536459;10;c;21.0
2394;[6, 6];6;5.9;2007-10-26 18:36:46.382225;6;s;21.0
2395;[];0;0.42;2007-10-26 18:36:52.284574;6;c;21.0
2396;[6];6;5.04;2007-10-26 18:36:52.705436;6;s;21.0
2397;[];0;3.27;2007-10-26 18:36:57.744248;6;c;21.0
2398;[6];6;3.12;2007-10-26 18:37:01.011654;6;s;21.0
2399;[];0;10.47;2007-10-26 18:37:04.135753;6;c;21.0
2400;[6];6;3.55;2007-10-26 18:37:14.608601;6;s;21.0
2401;[];0;15.41;2007-10-26 18:37:18.161641;6;c;21.0
2402;[10, 11];11;1.57;2007-10-26 18:37:33.084984;11;s;21.0
2403;[10];10;-0.48;2007-10-26 18:37:33.569922;10;s;21.0
2404;[10, 11, 6];6;1.53;2007-10-26 18:37:34.657598;6;s;21.0
2405;[10, 11];0;0.28;2007-10-26 18:37:36.191186;6;c;21.0
2406;[10, 11, 11];11;1.1;2007-10-26 18:37:36.471108;11;s;21.0
2407;[10];0;1.29;2007-10-26 18:37:37.574786;11;c;21.0
2408;[];0;6.1;2007-10-26 18:37:38.868421;10;c;21.0
2409;[10];10;6.87;2007-10-26 18:37:44.970697;10;s;21.0
2410;[];0;17.02;2007-10-26 18:37:51.844716;10;c;21.0
2411;[10];10;0.17;2007-10-26 18:38:08.869247;10;s;21.0
2412;[10, 6];6;4.08;2007-10-26 18:38:09.037282;6;s;21.0
2413;[10];0;0.55;2007-10-26 18:38:13.121288;6;c;21.0
2414;[];0;10.15;2007-10-26 18:38:13.668137;10;c;21.0
2415;[6];6;1.25;2007-10-26 18:38:23.818045;6;s;21.0
2416;[];0;1.01;2007-10-26 18:38:25.072751;6;c;21.0
2417;[6];6;3.33;2007-10-26 18:38:26.081398;6;s;21.0
2418;[];0;27.84;2007-10-26 18:38:29.413916;6;c;21.0
2419;[10, 6];6;1.92;2007-10-26 18:38:57.037914;6;s;21.0
2420;[10];10;-0.21;2007-10-26 18:38:57.249186;10;s;21.0
2421;[10];0;0.85;2007-10-26 18:38:58.959672;6;c;21.0
2422;[10, 6];6;0.8;2007-10-26 18:38:59.814419;6;s;21.0
2423;[6];0;0.24;2007-10-26 18:39:00.612195;10;c;21.0
2424;[6, 10];10;1.37;2007-10-26 18:39:00.850122;10;s;21.0
2425;[10];0;1.01;2007-10-26 18:39:02.222739;6;c;21.0
2426;[];0;11.43;2007-10-26 18:39:03.233439;10;c;21.0
2427;[10];10;2.4;2007-10-26 18:39:14.663783;10;s;21.0
2428;[10, 10];10;1.64;2007-10-26 18:39:17.064104;10;s;21.0
2429;[];0;64.94;2007-10-26 18:39:18.700122;10;c;21.0
2430;[6];6;2.46;2007-10-26 18:40:23.637597;6;s;21.0
2431;[];0;6.57;2007-10-26 18:40:26.099088;6;c;21.0
2432;[6];6;2.85;2007-10-26 18:40:32.664733;6;s;21.0
2433;[6, 10];10;0.16;2007-10-26 18:40:35.512171;10;s;21.0
2434;[10];0;3.13;2007-10-26 18:40:35.675143;6;c;21.0
2435;[];0;5.29;2007-10-26 18:40:38.803714;10;c;21.0
2436;[6];6;2.62;2007-10-26 18:40:44.089928;6;s;21.0
2437;[];0;1.12;2007-10-26 18:40:46.714426;6;c;21.0
2438;[6];6;2.08;2007-10-26 18:40:47.836525;6;s;21.0
2439;[];0;2.13;2007-10-26 18:40:49.920704;6;c;21.0
2440;[10];10;1.99;2007-10-26 18:40:52.054549;10;s;21.0
2441;[];0;8.88;2007-10-26 18:40:54.042498;10;c;21.0
2442;[10];10;3.29;2007-10-26 18:41:02.922562;10;s;21.0
2443;[];0;4.45;2007-10-26 18:41:06.208635;10;c;21.0
2444;[10];10;4.42;2007-10-26 18:41:10.656384;10;s;21.0
2445;[];0;9.13;2007-10-26 18:41:15.075993;10;c;21.0
2446;[10];10;4.42;2007-10-26 18:41:24.203569;10;s;21.0
2447;[];0;4.85;2007-10-26 18:41:28.625336;10;c;21.0
2448;[10];10;4.4;2007-10-26 18:41:33.473577;10;s;21.0
2449;[];0;40.45;2007-10-26 18:41:37.876373;10;c;21.0
2450;[10];10;3.55;2007-10-26 18:42:18.325229;10;s;21.0
2451;[];0;64.05;2007-10-26 18:42:21.880203;10;c;21.0
2452;[10];10;1.92;2007-10-26 18:43:25.931042;10;s;21.0
2453;[];0;0.82;2007-10-26 18:43:27.852484;10;c;21.0
2454;[10];10;1.97;2007-10-26 18:43:28.671236;10;s;21.0
2455;[];0;111.97;2007-10-26 18:43:30.637687;10;c;21.0
2456;[10];10;3.79;2007-10-26 18:45:22.608571;10;s;21.0
2457;[];0;33.75;2007-10-26 18:45:26.399833;10;c;21.0
2458;[10];10;1.0;2007-10-26 18:46:00.151307;10;s;21.0
2459;[];0;0.18;2007-10-26 18:46:01.151107;10;c;21.0
2460;[10];10;2.27;2007-10-26 18:46:01.336102;10;s;21.0
2461;[];0;257.71;2007-10-26 18:46:03.601246;10;c;21.0
2462;[6];6;0.45;2007-10-26 18:50:21.312499;6;s;21.0
2463;[6, 10];10;1.52;2007-10-26 18:50:21.759373;10;s;21.0
2464;[10];0;9.1;2007-10-26 18:50:23.283942;6;c;21.0
2465;[];0;2.53;2007-10-26 18:50:32.386385;10;c;21.0
2466;[6];6;3.48;2007-10-26 18:50:34.916345;6;s;21.0
2467;[];0;25.66;2007-10-26 18:50:38.394641;6;c;21.0
2468;[6];6;3.44;2007-10-26 18:51:04.054371;6;s;21.0
2469;[6, 5];5;2.86;2007-10-26 18:51:07.495466;5;s;21.0
2470;[6, 5, 10];10;1.32;2007-10-26 18:51:10.350681;10;s;21.0
2471;[6, 10];0;0.31;2007-10-26 18:51:11.670273;5;c;21.0
2472;[10];0;1.93;2007-10-26 18:51:11.980177;6;c;21.0
2473;[];0;0.2;2007-10-26 18:51:13.909618;10;c;21.0
2474;[10];10;2.06;2007-10-26 18:51:14.109567;10;s;21.0
2475;[];0;26.96;2007-10-26 18:51:16.172983;10;c;21.0
2476;[6];6;1.01;2007-10-26 18:51:43.137128;6;s;21.0
2477;[];0;19.73;2007-10-26 18:51:44.149201;6;c;21.0
2478;[10];10;0.19;2007-10-26 18:52:03.881885;10;s;21.0
2479;[10, 6];6;2.34;2007-10-26 18:52:04.071394;6;s;21.0
2480;[10];0;0.75;2007-10-26 18:52:06.410074;6;c;21.0
2481;[];0;66.19;2007-10-26 18:52:07.162131;10;c;21.0
2482;[6];6;0.14;2007-10-26 18:53:13.347798;6;s;21.0
2483;[6, 5];5;0.27;2007-10-26 18:53:13.488814;5;s;21.0
2484;[6, 5, 10];10;1.49;2007-10-26 18:53:13.757812;10;s;21.0
2485;[6, 10];0;0.12;2007-10-26 18:53:15.251954;5;c;21.0
2486;[6];0;0.8;2007-10-26 18:53:15.368976;10;c;21.0
2487;[6, 5];5;1.82;2007-10-26 18:53:16.170005;5;s;21.0
2488;[6];0;1.63;2007-10-26 18:53:17.985166;5;c;21.0
2489;[];0;0.75;2007-10-26 18:53:19.616027;6;c;21.0
2490;[6, 5];5;2.15;2007-10-26 18:53:20.004869;5;s;21.0
2491;[6];6;-0.37;2007-10-26 18:53:20.369959;6;s;21.0
2492;[6];0;0.55;2007-10-26 18:53:22.151438;5;c;21.0
2493;[];0;0.35;2007-10-26 18:53:22.697279;6;c;21.0
2494;[6];6;1.48;2007-10-26 18:53:23.050505;6;s;21.0
2495;[];0;0.12;2007-10-26 18:53:24.528747;6;c;21.0
2496;[10];10;0.94;2007-10-26 18:53:24.651739;10;s;21.0
2497;[];0;0.97;2007-10-26 18:53:25.590443;10;c;21.0
2498;[6];6;1.46;2007-10-26 18:53:26.564172;6;s;21.0
2499;[];0;156.55;2007-10-26 18:53:28.020171;6;c;21.0
2500;[10];10;0.43;2007-10-26 18:56:04.573489;10;s;21.0
2501;[10, 6];6;1.38;2007-10-26 18:56:05.003473;6;s;21.0
2502;[6];0;0.69;2007-10-26 18:56:06.378965;10;c;21.0
2503;[];0;9.23;2007-10-26 18:56:07.068777;6;c;21.0
2504;[6];6;1.03;2007-10-26 18:56:16.301394;6;s;21.0
