;Activity;Sensor_Added;Duration;Timestamp;LC_Activity;LC;Case
1845;[6, 6];6;-0.52;2007-10-26 08:21:49.598867;6;s;15.0
1846;[7];7;8.8;2007-10-26 08:21:54.713731;7;s;15.0
1847;[7, 1];1;0.38;2007-10-26 08:22:03.515912;1;s;15.0
1848;[7, 1, 23];23;0.99;2007-10-26 08:22:03.895937;23;s;15.0
1849;[1, 23];0;0.17;2007-10-26 08:22:04.886004;7;c;15.0
1850;[1, 23, 22];22;1.09;2007-10-26 08:22:05.052031;22;s;15.0
1851;[23, 22];0;0.12;2007-10-26 08:22:06.146112;1;c;15.0
1852;[23, 22, 21];21;0.12;2007-10-26 08:22:06.263156;21;s;15.0
1853;[22, 21];0;1.71;2007-10-26 08:22:06.379146;23;c;15.0
1854;[21];0;7.98;2007-10-26 08:22:08.088283;22;c;15.0
1855;[];0;2.16;2007-10-26 08:22:16.069963;21;c;15.0
1856;[21];21;14.89;2007-10-26 08:22:18.225204;21;s;15.0
1857;[21, 24];24;3.03;2007-10-26 08:22:33.115944;24;s;15.0
1858;[24];0;8.42;2007-10-26 08:22:36.143085;21;c;15.0
1859;[24, 24];24;2.69;2007-10-26 08:22:44.558714;24;s;15.0
1860;[];0;;2007-10-26 08:22:47.243984;24;c;15.0
1861;[5];5;0.8;2007-10-26 15:02:37.897527;5;s;16.0
1862;[5, 10];10;0.69;2007-10-26 15:02:38.697312;10;s;16.0
1863;[5, 10, 6];6;0.48;2007-10-26 15:02:39.391123;6;s;16.0
1864;[10, 6];0;0.95;2007-10-26 15:02:39.867013;5;c;16.0
1865;[10, 6, 5];5;1.04;2007-10-26 15:02:40.818761;5;s;16.0
1866;[10, 6];0;0.13;2007-10-26 15:02:41.859492;5;c;16.0
1867;[10];0;0.13;2007-10-26 15:02:41.991457;6;c;16.0
1868;[];0;1.19;2007-10-26 15:02:42.126403;10;c;16.0
1869;[6];6;2.98;2007-10-26 15:02:43.318093;6;s;16.0
1870;[];0;11.56;2007-10-26 15:02:46.297314;6;c;16.0
1871;[6];6;1.69;2007-10-26 15:02:57.857856;6;s;16.0
1872;[6, 5];5;0.72;2007-10-26 15:02:59.545375;5;s;16.0
1873;[6, 5, 7];7;1.0;2007-10-26 15:03:00.268228;7;s;16.0
1874;[6, 7, 9, 8];8;1.67;2007-10-26 15:03:01.088053;8;s;16.0
1875;[6, 7];0;0.35;2007-10-26 15:03:01.265061;5;c;16.0
1876;[6, 7, 9];9;-0.53;2007-10-26 15:03:01.615998;9;s;16.0
1877;[6, 7, 9, 8, 15];15;0.37;2007-10-26 15:03:02.753933;15;s;16.0
1878;[6, 7, 9, 8, 15, 16];16;0.83;2007-10-26 15:03:03.121907;16;s;16.0
1879;[6, 7, 9, 15, 16];0;0.41;2007-10-26 15:03:03.953849;8;c;16.0
1880;[6, 15, 16, 17];0;0.0;2007-10-26 15:03:04.089879;7;c;16.0
1881;[15, 16, 17];0;1.96;2007-10-26 15:03:04.089879;6;c;16.0
1882;[6, 7, 9, 15, 16, 17];17;0.14;2007-10-26 15:03:04.367799;17;s;16.0
1883;[6, 7, 15, 16, 17];0;-0.41;2007-10-26 15:03:04.504788;9;c;16.0
1884;[16, 17];0;0.6;2007-10-26 15:03:06.054235;15;c;16.0
1885;[17];0;8.69;2007-10-26 15:03:06.655372;16;c;16.0
1886;[];0;1.15;2007-10-26 15:03:15.344741;17;c;16.0
1887;[17];17;5.59;2007-10-26 15:03:16.493864;17;s;16.0
1888;[];0;0.89;2007-10-26 15:03:22.079877;17;c;16.0
1889;[17];17;2.53;2007-10-26 15:03:22.972631;17;s;16.0
1890;[];0;6.5;2007-10-26 15:03:25.499943;17;c;16.0
1891;[17];17;4.13;2007-10-26 15:03:32.000242;17;s;16.0
1892;[];0;3.42;2007-10-26 15:03:36.130089;17;c;16.0
1893;[17];17;1.95;2007-10-26 15:03:39.550162;17;s;16.0
1894;[];0;12.94;2007-10-26 15:03:41.495664;17;c;16.0
1895;[17];17;6.33;2007-10-26 15:03:54.440249;17;s;16.0
1896;[];0;0.73;2007-10-26 15:04:00.767457;17;c;16.0
1897;[17];17;2.15;2007-10-26 15:04:01.494512;17;s;16.0
1898;[17, 16];16;0.0;2007-10-26 15:04:03.645489;16;s;16.0
1899;[17, 16, 15];15;0.25;2007-10-26 15:04:03.645489;15;s;16.0
1900;[16, 15];0;0.56;2007-10-26 15:04:03.892361;17;c;16.0
1901;[16, 15, 9];9;0.15;2007-10-26 15:04:04.457193;9;s;16.0
1902;[16, 15, 9, 8];8;0.94;2007-10-26 15:04:04.612143;8;s;16.0
1903;[16, 15, 9, 8, 7];7;1.19;2007-10-26 15:04:05.556895;7;s;16.0
1904;[15, 9, 8, 7];0;0.19;2007-10-26 15:04:06.747567;16;c;16.0
1905;[15, 9, 8, 7, 6];6;0.38;2007-10-26 15:04:06.940528;6;s;16.0
1906;[9, 8, 7, 6];0;0.41;2007-10-26 15:04:07.318423;15;c;16.0
1907;[8, 7, 6];0;0.93;2007-10-26 15:04:07.724305;9;c;16.0
1908;[8, 7, 6, 6];6;0.6;2007-10-26 15:04:08.651086;6;s;16.0
1909;[7, 6, 6];0;0.12;2007-10-26 15:04:09.256037;8;c;16.0
1910;[6, 6];0;1.45;2007-10-26 15:04:09.375021;7;c;16.0
1911;[6, 6, 10];10;0.37;2007-10-26 15:04:10.820914;10;s;16.0
1912;[6, 6, 10, 9];9;1.14;2007-10-26 15:04:11.186885;9;s;16.0
1913;[10, 9];0;1.79;2007-10-26 15:04:12.331776;6;c;16.0
1914;[];0;0.09;2007-10-26 15:04:14.007383;10;c;16.0
1915;[6];6;2.36;2007-10-26 15:04:14.095913;6;s;16.0
1916;[10];0;0.32;2007-10-26 15:04:14.122357;9;c;16.0
1917;[10, 10];10;-0.44;2007-10-26 15:04:14.447266;10;s;16.0
1918;[];0;1.11;2007-10-26 15:04:16.454729;6;c;16.0
1919;[9];9;0.5;2007-10-26 15:04:17.565413;9;s;16.0
1920;[9, 7];7;1.46;2007-10-26 15:04:18.066019;7;s;16.0
1921;[9, 7, 8];8;0.49;2007-10-26 15:04:19.524244;8;s;16.0
1922;[7, 8];0;2.98;2007-10-26 15:04:20.012298;9;c;16.0
1923;[8];0;5.64;2007-10-26 15:04:22.996585;7;c;16.0
1924;[];0;0.7;2007-10-26 15:04:28.632131;8;c;16.0
1925;[8];8;2.35;2007-10-26 15:04:29.333946;8;s;16.0
1926;[];0;1.32;2007-10-26 15:04:31.685313;8;c;16.0
1927;[8];8;2.98;2007-10-26 15:04:33.009307;8;s;16.0
1928;[8, 8];8;1.01;2007-10-26 15:04:35.994135;8;s;16.0
1929;[];0;20.48;2007-10-26 15:04:37.007786;8;c;16.0
1930;[8];8;2.44;2007-10-26 15:04:57.484406;8;s;16.0
1931;[8, 7];7;1.44;2007-10-26 15:04:59.927763;7;s;16.0
1932;[8, 7, 6];6;1.49;2007-10-26 15:05:01.365372;6;s;16.0
1933;[8, 7, 6, 10];10;1.37;2007-10-26 15:05:02.852993;10;s;16.0
1934;[8, 6, 10];0;0.24;2007-10-26 15:05:04.226857;7;c;16.0
1935;[8, 6];0;0.58;2007-10-26 15:05:04.466872;10;c;16.0
1936;[8];0;1.23;2007-10-26 15:05:05.050939;6;c;16.0
1937;[];0;0.43;2007-10-26 15:05:06.283049;8;c;16.0
1938;[10];10;4.34;2007-10-26 15:05:06.709093;10;s;16.0
1939;[];0;1.65;2007-10-26 15:05:11.053528;10;c;16.0
1940;[10];10;1.58;2007-10-26 15:05:12.705967;10;s;16.0
1941;[];0;162.43;2007-10-26 15:05:14.287548;10;c;16.0
1942;[6];6;0.15;2007-10-26 15:07:56.715728;6;s;16.0
1943;[6, 5];5;0.15;2007-10-26 15:07:56.864704;5;s;16.0
1944;[6, 5, 10];10;1.43;2007-10-26 15:07:57.011661;10;s;16.0
1945;[6, 10];0;0.86;2007-10-26 15:07:58.081366;5;c;16.0
1946;[6, 5, 10, 5];5;-0.36;2007-10-26 15:07:58.443249;5;s;16.0
1947;[6];0;6.83;2007-10-26 15:07:58.939124;10;c;16.0
1948;[];0;12.81;2007-10-26 15:08:05.765298;6;c;16.0
1949;[6];6;2.89;2007-10-26 15:08:18.578872;6;s;16.0
1950;[6, 7];7;0.55;2007-10-26 15:08:21.471108;7;s;16.0
1951;[6, 7, 8];8;0.77;2007-10-26 15:08:22.026091;8;s;16.0
1952;[6, 7, 8, 9];9;0.8;2007-10-26 15:08:22.792745;9;s;16.0
1953;[6, 7, 8, 9, 15, 16];16;1.41;2007-10-26 15:08:23.083047;16;s;16.0
1954;[6, 7, 8, 9, 15];15;-0.51;2007-10-26 15:08:23.588536;15;s;16.0
1955;[6, 7, 8, 15, 16];0;0.21;2007-10-26 15:08:24.494356;9;c;16.0
1956;[6, 7, 15, 16];0;0.24;2007-10-26 15:08:24.704307;8;c;16.0
1957;[6, 15, 16];0;0.29;2007-10-26 15:08:24.944243;7;c;16.0
1958;[6, 15, 16, 17];17;0.48;2007-10-26 15:08:25.234175;17;s;16.0
1959;[15, 16, 17];0;1.43;2007-10-26 15:08:25.716043;6;c;16.0
1960;[16];0;0.46;2007-10-26 15:08:27.036166;15;c;16.0
1961;[15, 16];0;-0.11;2007-10-26 15:08:27.149696;17;c;16.0
1962;[16, 17];17;0.19;2007-10-26 15:08:27.492666;17;s;16.0
1963;[17];0;1.55;2007-10-26 15:08:27.679644;16;c;16.0
1964;[17, 16, 15];15;2.12;2007-10-26 15:08:29.087082;15;s;16.0
1965;[17, 16];16;-0.14;2007-10-26 15:08:29.229741;16;s;16.0
1966;[17, 16, 15, 8];8;0.33;2007-10-26 15:08:31.204952;8;s;16.0
1967;[17, 16, 15, 8, 9];9;0.51;2007-10-26 15:08:31.529984;9;s;16.0
1968;[16, 15, 8, 9];0;0.0;2007-10-26 15:08:32.038032;17;c;16.0
1969;[16, 15, 8, 9, 7];7;0.97;2007-10-26 15:08:32.039006;7;s;16.0
1970;[16, 15, 8, 9, 7, 6];6;1.4;2007-10-26 15:08:33.009714;6;s;16.0
1971;[8, 9, 7, 6];0;0.74;2007-10-26 15:08:34.055224;16;c;16.0
1972;[16, 8, 9, 7, 6];0;-0.35;2007-10-26 15:08:34.408246;15;c;16.0
1973;[8, 7, 6];0;0.97;2007-10-26 15:08:34.792207;9;c;16.0
1974;[8, 6];0;0.65;2007-10-26 15:08:35.762997;7;c;16.0
1975;[6];0;5.73;2007-10-26 15:08:36.416815;8;c;16.0
1976;[6, 10];10;1.07;2007-10-26 15:08:42.150629;10;s;16.0
1977;[6];0;1.41;2007-10-26 15:08:43.219526;10;c;16.0
1978;[6, 10];10;4.48;2007-10-26 15:08:44.632325;10;s;16.0
1979;[10];0;1.61;2007-10-26 15:08:49.112174;6;c;16.0
1980;[10, 6];6;1.5;2007-10-26 15:08:50.719836;6;s;16.0
1981;[6];0;1.93;2007-10-26 15:08:52.217973;10;c;16.0
1982;[6, 10];10;1.07;2007-10-26 15:08:54.144163;10;s;16.0
1983;[10];0;3.68;2007-10-26 15:08:55.218273;6;c;16.0
1984;[];0;0.41;2007-10-26 15:08:58.898202;10;c;16.0
1985;[10];10;3.28;2007-10-26 15:08:59.312095;10;s;16.0
1986;[];0;2.92;2007-10-26 15:09:02.595227;10;c;16.0
1987;[10];10;2.53;2007-10-26 15:09:05.510453;10;s;16.0
1988;[];0;0.82;2007-10-26 15:09:08.036769;10;c;16.0
1989;[10];10;2.17;2007-10-26 15:09:08.853581;10;s;16.0
1990;[];0;4.93;2007-10-26 15:09:11.024967;10;c;16.0
1991;[10];10;1.96;2007-10-26 15:09:15.959648;10;s;16.0
1992;[10, 6];6;0.35;2007-10-26 15:09:17.917113;6;s;16.0
1993;[10, 6, 5];5;3.67;2007-10-26 15:09:18.264036;5;s;16.0
1994;[6, 5];0;4.28;2007-10-26 15:09:21.932032;10;c;16.0
1995;[6];0;0.75;2007-10-26 15:09:26.216885;5;c;16.0
1996;[];0;5.84;2007-10-26 15:09:26.962672;6;c;16.0
1997;[6];6;3.25;2007-10-26 15:09:32.803119;6;s;16.0
1998;[6, 10];10;2.36;2007-10-26 15:09:36.052249;10;s;16.0
1999;[10];0;0.46;2007-10-26 15:09:38.409671;6;c;16.0
2000;[];0;0.22;2007-10-26 15:09:38.866716;10;c;16.0
2001;[10];10;3.98;2007-10-26 15:09:39.091283;10;s;16.0
2002;[10, 6];6;1.14;2007-10-26 15:09:43.070981;6;s;16.0
2003;[10, 6, 5];5;0.37;2007-10-26 15:09:44.210678;5;s;16.0
2004;[6, 5];0;0.19;2007-10-26 15:09:44.578588;10;c;16.0
2005;[6, 5, 6];6;4.1;2007-10-26 15:09:44.771535;6;s;16.0
2006;[6, 5, 6, 5];5;1.78;2007-10-26 15:09:48.867514;5;s;16.0
2007;[6, 6];0;1.62;2007-10-26 15:09:50.643369;5;c;16.0
2008;[];0;0.17;2007-10-26 15:09:52.268219;6;c;16.0
2009;[10];10;1.63;2007-10-26 15:09:52.434184;10;s;16.0
2010;[10, 10];10;1.58;2007-10-26 15:09:54.067791;10;s;16.0
2011;[];0;1.03;2007-10-26 15:09:55.645361;10;c;16.0
2012;[10];10;1.02;2007-10-26 15:09:56.679063;10;s;16.0
2013;[];0;0.97;2007-10-26 15:09:57.698768;10;c;16.0
2014;[10];10;1.7;2007-10-26 15:09:58.666599;10;s;16.0
2015;[];0;2.9;2007-10-26 15:10:00.362745;10;c;16.0
2016;[10];10;0.83;2007-10-26 15:10:03.258033;10;s;16.0
2017;[];0;9.54;2007-10-26 15:10:04.083715;10;c;16.0
2018;[10];10;1.5;2007-10-26 15:10:13.625118;10;s;16.0
2019;[];0;;2007-10-26 15:10:15.122697;10;c;16.0
2020;[10];10;1.95;2007-10-26 15:15:51.290779;10;s;17.0
2021;[];0;27.32;2007-10-26 15:15:53.244243;10;c;17.0
2022;[6];6;0.16;2007-10-26 15:16:20.562892;6;s;17.0
2023;[6, 10];10;1.39;2007-10-26 15:16:20.722867;10;s;17.0
2024;[10];0;0.13;2007-10-26 15:16:22.110475;6;c;17.0
2025;[];0;25.87;2007-10-26 15:16:22.243455;10;c;17.0
2026;[10];10;3.82;2007-10-26 15:16:48.116459;10;s;17.0
2027;[];0;7.09;2007-10-26 15:16:51.935824;10;c;17.0
2028;[6];6;2.69;2007-10-26 15:16:59.029947;6;s;17.0
2029;[];0;19.28;2007-10-26 15:17:01.721822;6;c;17.0
2030;[6];6;1.0;2007-10-26 15:17:21.003575;6;s;17.0
2031;[];0;20.37;2007-10-26 15:17:22.002929;6;c;17.0
2032;[10];10;2.51;2007-10-26 15:17:42.377459;10;s;17.0
2033;[];0;2.94;2007-10-26 15:17:44.884878;10;c;17.0
2034;[10];10;1.03;2007-10-26 15:17:47.829656;10;s;17.0
2035;[];0;0.45;2007-10-26 15:17:48.857612;10;c;17.0
2036;[6];6;2.02;2007-10-26 15:17:49.308341;6;s;17.0
2037;[];0;1.15;2007-10-26 15:17:51.325809;6;c;17.0
2038;[10];10;1.57;2007-10-26 15:17:52.477492;10;s;17.0
2039;[];0;17.96;2007-10-26 15:17:54.050299;10;c;17.0
2040;[10];10;3.05;2007-10-26 15:18:12.006816;10;s;17.0
2041;[];0;51.42;2007-10-26 15:18:15.060582;10;c;17.0
2042;[10];10;1.81;2007-10-26 15:19:06.476921;10;s;17.0
2043;[];0;117.86;2007-10-26 15:19:08.284091;10;c;17.0
2044;[6];6;0.99;2007-10-26 15:21:06.141311;6;s;17.0
2045;[];0;0.16;2007-10-26 15:21:07.132041;6;c;17.0
2046;[6];6;2.23;2007-10-26 15:21:07.293016;6;s;17.0
2047;[];0;6.87;2007-10-26 15:21:09.523585;6;c;17.0
2048;[10];10;1.64;2007-10-26 15:21:16.398285;10;s;17.0
2049;[];0;0.46;2007-10-26 15:21:18.038578;10;c;17.0
2050;[10];10;0.99;2007-10-26 15:21:18.501798;10;s;17.0
2051;[];0;1.1;2007-10-26 15:21:19.486872;10;c;17.0
2052;[10];10;1.75;2007-10-26 15:21:20.582961;10;s;17.0
2053;[];0;70.01;2007-10-26 15:21:22.333126;10;c;17.0
2054;[10];10;1.68;2007-10-26 15:22:32.346037;10;s;17.0
2055;[];0;111.29;2007-10-26 15:22:34.027914;10;c;17.0
2056;[10];10;3.5;2007-10-26 15:24:25.317135;10;s;17.0
2057;[];0;55.27;2007-10-26 15:24:28.820639;10;c;17.0
2058;[6];6;3.26;2007-10-26 15:25:24.091387;6;s;17.0
2059;[];0;0.93;2007-10-26 15:25:27.349277;6;c;17.0
2060;[6];6;1.58;2007-10-26 15:25:28.279301;6;s;17.0
2061;[];0;7.86;2007-10-26 15:25:29.854448;6;c;17.0
2062;[6];6;1.68;2007-10-26 15:25:37.716038;6;s;17.0
2063;[];0;0.7;2007-10-26 15:25:39.399572;6;c;17.0
2064;[6];6;1.82;2007-10-26 15:25:40.095389;6;s;17.0
2065;[];0;19.94;2007-10-26 15:25:41.920179;6;c;17.0
2066;[10];10;1.02;2007-10-26 15:26:01.859902;10;s;17.0
2067;[];0;0.52;2007-10-26 15:26:02.884622;10;c;17.0
2068;[10];10;1.43;2007-10-26 15:26:03.406467;10;s;17.0
2069;[];0;21.1;2007-10-26 15:26:04.832096;10;c;17.0
2070;[6];6;1.69;2007-10-26 15:26:25.930369;6;s;17.0
2071;[];0;270.92;2007-10-26 15:26:27.616936;6;c;17.0
2072;[10];10;0.21;2007-10-26 15:30:58.539408;10;s;17.0
2073;[10, 9];9;1.92;2007-10-26 15:30:58.748343;9;s;17.0
2074;[10];0;0.14;2007-10-26 15:31:00.669836;9;c;17.0
2075;[];0;14.31;2007-10-26 15:31:00.806812;10;c;17.0
2076;[10];10;1.93;2007-10-26 15:31:15.119531;10;s;17.0
2077;[];0;191.77;2007-10-26 15:31:17.053057;10;c;17.0
2078;[10];10;2.81;2007-10-26 15:34:28.826324;10;s;17.0
2079;[];0;;2007-10-26 15:34:31.639736;10;c;17.0
2080;[7, 10];10;0.96;2007-10-26 15:42:58.085703;10;s;18.0
2081;[7];7;-0.14;2007-10-26 15:42:58.229697;7;s;18.0
2082;[7, 10, 6];6;0.61;2007-10-26 15:42:59.045941;6;s;18.0
2083;[7, 6];0;0.38;2007-10-26 15:42:59.653343;10;c;18.0
2084;[6];0;1.0;2007-10-26 15:43:00.037253;7;c;18.0
2085;[6, 5];5;2.21;2007-10-26 15:43:01.038288;5;s;18.0
2086;[5];0;0.12;2007-10-26 15:43:03.248397;6;c;18.0
2087;[];0;0.78;2007-10-26 15:43:03.372359;5;c;18.0
2088;[6, 5];5;2.18;2007-10-26 15:43:04.000166;5;s;18.0
2089;[6];6;-0.15;2007-10-26 15:43:04.149127;6;s;18.0
2090;[6];0;0.55;2007-10-26 15:43:06.051617;5;c;18.0
2091;[5];0;0.23;2007-10-26 15:43:06.176591;6;c;18.0
2092;[5, 6];6;-0.35;2007-10-26 15:43:06.404511;6;s;18.0
2093;[6, 5];5;2.28;2007-10-26 15:43:06.605452;5;s;18.0
2094;[6];0;0.65;2007-10-26 15:43:08.886829;5;c;18.0
2095;[];0;34.02;2007-10-26 15:43:09.534652;6;c;18.0
2096;[6];6;1.29;2007-10-26 15:43:43.554992;6;s;18.0
2097;[];0;9.18;2007-10-26 15:43:44.840643;6;c;18.0
2098;[6];6;3.46;2007-10-26 15:43:54.018892;6;s;18.0
2099;[];0;0.7;2007-10-26 15:43:57.477949;6;c;18.0
2100;[10];10;0.41;2007-10-26 15:43:58.175797;10;s;18.0
2101;[10, 6];6;1.28;2007-10-26 15:43:58.583834;6;s;18.0
2102;[6];0;0.18;2007-10-26 15:43:59.859941;10;c;18.0
2103;[];0;2.01;2007-10-26 15:44:00.037198;6;c;18.0
2104;[6];6;1.36;2007-10-26 15:44:02.048143;6;s;18.0
2105;[5];0;0.96;2007-10-26 15:44:03.082234;6;c;18.0
2106;[6, 5];5;-0.32;2007-10-26 15:44:03.406268;5;s;18.0
2107;[];0;76.52;2007-10-26 15:44:04.042036;5;c;18.0
2108;[6];6;0.25;2007-10-26 15:45:20.560979;6;s;18.0
2109;[6, 5];5;1.5;2007-10-26 15:45:20.812926;5;s;18.0
2110;[6];0;0.12;2007-10-26 15:45:22.308514;5;c;18.0
2111;[6, 5];5;0.63;2007-10-26 15:45:22.432495;5;s;18.0
2112;[6, 5, 10];10;1.48;2007-10-26 15:45:23.058309;10;s;18.0
2113;[6, 5, 10, 10];10;0.28;2007-10-26 15:45:24.537889;10;s;18.0
2114;[6, 10, 10];0;0.54;2007-10-26 15:45:24.817833;5;c;18.0
2115;[10, 10];0;0.28;2007-10-26 15:45:25.355681;6;c;18.0
2116;[];0;0.49;2007-10-26 15:45:25.637607;10;c;18.0
2117;[6];6;1.93;2007-10-26 15:45:26.131459;6;s;18.0
2118;[];0;99.02;2007-10-26 15:45:28.056948;6;c;18.0
2119;[6];6;1.04;2007-10-26 15:47:07.080629;6;s;18.0
2120;[6, 10];10;1.88;2007-10-26 15:47:08.119351;10;s;18.0
2121;[6];0;1.31;2007-10-26 15:47:10.002281;10;c;18.0
2122;[];0;7.2;2007-10-26 15:47:11.315476;6;c;18.0
2123;[5];5;1.6;2007-10-26 15:47:18.516268;5;s;18.0
2124;[];0;0.12;2007-10-26 15:47:20.120832;5;c;18.0
2125;[6];6;0.41;2007-10-26 15:47:20.236817;6;s;18.0
2126;[6, 7];7;0.37;2007-10-26 15:47:20.644685;7;s;18.0
2127;[6, 7, 8];8;0.9;2007-10-26 15:47:21.010354;8;s;18.0
2128;[7, 8];0;0.24;2007-10-26 15:47:21.907325;6;c;18.0
2129;[7, 8, 9, 15];15;0.97;2007-10-26 15:47:22.061134;15;s;18.0
2130;[7, 8, 9];9;-0.09;2007-10-26 15:47:22.151302;9;s;18.0
2131;[7, 8, 9, 15, 16];16;0.5;2007-10-26 15:47:23.027939;16;s;18.0
2132;[8, 9, 15, 16];0;0.2;2007-10-26 15:47:23.527411;7;c;18.0
2133;[8, 15, 16];0;0.17;2007-10-26 15:47:23.723418;9;c;18.0
2134;[15, 16];0;0.57;2007-10-26 15:47:23.893435;8;c;18.0
2135;[15, 16, 17];17;1.71;2007-10-26 15:47:24.459494;17;s;18.0
2136;[15, 17];0;0.94;2007-10-26 15:47:26.169659;16;c;18.0
2137;[17];0;2.73;2007-10-26 15:47:27.105749;15;c;18.0
2138;[];0;8.42;2007-10-26 15:47:29.831701;17;c;18.0
2139;[17];17;3.58;2007-10-26 15:47:38.249536;17;s;18.0
2140;[17, 16];16;0.12;2007-10-26 15:47:41.828535;16;s;18.0
2141;[17, 16, 15];15;1.35;2007-10-26 15:47:41.952511;15;s;18.0
2142;[17, 16, 15, 8];8;0.12;2007-10-26 15:47:43.300131;8;s;18.0
2143;[17, 16, 15, 8, 9];9;1.13;2007-10-26 15:47:43.424113;9;s;18.0
2144;[17, 16, 15, 8, 9, 7];7;0.86;2007-10-26 15:47:44.557773;7;s;18.0
2145;[17, 15, 8, 9, 7];0;0.44;2007-10-26 15:47:45.419532;16;c;18.0
2146;[15, 8, 9, 7];0;0.0;2007-10-26 15:47:45.864438;17;c;18.0
2147;[15, 8, 9, 7, 6];6;0.15;2007-10-26 15:47:45.864438;6;s;18.0
2148;[8, 9, 7, 6];0;0.03;2007-10-26 15:47:46.015141;15;c;18.0
2149;[8, 7, 6];0;2.17;2007-10-26 15:47:46.040734;9;c;18.0
2150;[7, 6];0;0.21;2007-10-26 15:47:48.206853;8;c;18.0
2151;[6];0;0.19;2007-10-26 15:47:48.412798;7;c;18.0
2152;[];0;0.23;2007-10-26 15:47:48.598751;6;c;18.0
2153;[6];6;1.98;2007-10-26 15:47:48.828674;6;s;18.0
2154;[];0;9.6;2007-10-26 15:47:50.806139;6;c;18.0
2155;[6];6;3.48;2007-10-26 15:48:00.403546;6;s;18.0
2156;[];0;0.64;2007-10-26 15:48:03.882601;6;c;18.0
2157;[10];10;3.52;2007-10-26 15:48:04.520425;10;s;18.0
2158;[];0;19.49;2007-10-26 15:48:08.037584;10;c;18.0
2159;[10];10;1.48;2007-10-26 15:48:27.524498;10;s;18.0
2160;[];0;2.55;2007-10-26 15:48:29.003408;10;c;18.0
2161;[6];6;2.53;2007-10-26 15:48:31.557958;6;s;18.0
2162;[];0;;2007-10-26 15:48:34.092825;6;c;18.0
2163;[6];6;1.5;2007-10-26 15:57:14.713098;6;s;19.0
2164;[10];10;1.35;2007-10-26 15:57:16.040826;10;s;19.0
2165;[];0;-0.17;2007-10-26 15:57:16.212236;6;c;19.0
2166;[];0;0.87;2007-10-26 15:57:17.387334;10;c;19.0
2167;[10];10;2.03;2007-10-26 15:57:18.255344;10;s;19.0
2168;[];0;12.75;2007-10-26 15:57:20.285826;10;c;19.0
2169;[10];10;8.37;2007-10-26 15:57:33.037799;10;s;19.0
2170;[];0;0.94;2007-10-26 15:57:41.406298;10;c;19.0
2171;[10];10;1.02;2007-10-26 15:57:42.344191;10;s;19.0
2172;[];0;3.82;2007-10-26 15:57:43.367939;10;c;19.0
2173;[10];10;2.37;2007-10-26 15:57:47.192898;10;s;19.0
2174;[];0;28.86;2007-10-26 15:57:49.562266;10;c;19.0
2175;[6];6;1.03;2007-10-26 15:58:18.422414;6;s;19.0
2176;[];0;3.56;2007-10-26 15:58:19.448283;6;c;19.0
2177;[6];6;1.83;2007-10-26 15:58:23.003586;6;s;19.0
2178;[];0;0.77;2007-10-26 15:58:24.833709;6;c;19.0
2179;[6];6;1.63;2007-10-26 15:58:25.600802;6;s;19.0
2180;[];0;17.97;2007-10-26 15:58:27.233584;6;c;19.0
2181;[6];6;1.58;2007-10-26 15:58:45.208558;6;s;19.0
2182;[];0;283.8;2007-10-26 15:58:46.784707;6;c;19.0
2183;[6];6;1.02;2007-10-26 16:03:30.588363;6;s;19.0
2184;[];0;102.96;2007-10-26 16:03:31.608076;6;c;19.0
2185;[10];10;1.7;2007-10-26 16:05:14.568572;10;s;19.0
2186;[];0;131.27;2007-10-26 16:05:16.268137;10;c;19.0
2187;[10];10;1.52;2007-10-26 16:07:27.535593;10;s;19.0
2188;[];0;252.95;2007-10-26 16:07:29.052743;10;c;19.0
2189;[10];10;2.27;2007-10-26 16:11:42.007676;10;s;19.0
2190;[];0;9.13;2007-10-26 16:11:44.277096;10;c;19.0
2191;[5];5;1.71;2007-10-26 16:11:53.402686;5;s;19.0
2192;[];0;96.0;2007-10-26 16:11:55.115346;5;c;19.0
2193;[10];10;1.39;2007-10-26 16:13:31.111333;10;s;19.0
2194;[];0;5.14;2007-10-26 16:13:32.499369;10;c;19.0
2195;[10];10;0.33;2007-10-26 16:13:37.638283;10;s;19.0
2196;[10, 6];6;1.66;2007-10-26 16:13:37.972189;6;s;19.0
2197;[6];0;2.19;2007-10-26 16:13:39.631741;10;c;19.0
2198;[6, 7];7;0.63;2007-10-26 16:13:41.822224;7;s;19.0
2199;[6, 7, 8];8;0.49;2007-10-26 16:13:42.451045;8;s;19.0
2200;[6, 7, 8, 1];1;0.54;2007-10-26 16:13:42.944904;1;s;19.0
2201;[6, 7, 8, 1, 23];23;0.0;2007-10-26 16:13:43.486777;23;s;19.0
2202;[7, 8, 1, 23];0;0.24;2007-10-26 16:13:43.486777;6;c;19.0
2203;[7, 1, 23];0;0.12;2007-10-26 16:13:43.730708;8;c;19.0
2204;[7, 1, 23, 8];8;0.31;2007-10-26 16:13:43.851671;8;s;19.0
2205;[7, 1, 23, 8, 22];22;0.7;2007-10-26 16:13:44.160577;22;s;19.0
2206;[7, 1, 23, 8, 22, 21];21;0.14;2007-10-26 16:13:44.858385;21;s;19.0
2207;[1, 23, 8, 22, 21];0;0.47;2007-10-26 16:13:45.003233;7;c;19.0
2208;[1, 23, 22, 21];0;1.01;2007-10-26 16:13:45.472225;8;c;19.0
